code,DESCRIPTION_EXTERNAL ,MELDB_concept,description,DESCRIPTION,CONCEPT TYPE
9NUx.,,DEAFNESS,,Interpreter needed - Makaton Sign Language,Long-term condition
9NfL.,,DEAFNESS,,Requires information in Makaton,Long-term condition
9NnR.,,DEAFNESS,,Visual frame sign language interpreter needed,Long-term condition
9NnS.,,DEAFNESS,,Hands-on signing interpreter needed,Long-term condition
F5801,,DEAFNESS,,,Long-term condition
F5812,,DEAFNESS,,,Long-term condition
F582.,,DEAFNESS,,,Long-term condition
F59..,,DEAFNESS,,,Long-term condition
F590.,,DEAFNESS,,,Long-term condition
F5900,,DEAFNESS,,,Long-term condition
F5901,,DEAFNESS,,,Long-term condition
F5902,,DEAFNESS,,,Long-term condition
F5903,,DEAFNESS,,,Long-term condition
F5904,,DEAFNESS,,,Long-term condition
F5905,,DEAFNESS,,,Long-term condition
F5906,,DEAFNESS,,,Long-term condition
F590y,,DEAFNESS,,,Long-term condition
F590z,,DEAFNESS,,,Long-term condition
F591.,,DEAFNESS,,,Long-term condition
F5910,,DEAFNESS,,,Long-term condition
F5911,,DEAFNESS,,,Long-term condition
F5912,,DEAFNESS,,,Long-term condition
F5913,,DEAFNESS,,,Long-term condition
F5914,,DEAFNESS,,,Long-term condition
F5915,,DEAFNESS,,,Long-term condition
F5916,,DEAFNESS,,,Long-term condition
F5917,,DEAFNESS,,,Long-term condition
F5918,,DEAFNESS,,,Long-term condition
F5919,,DEAFNESS,,Bilateral profound sensorineural hearing loss,Long-term condition
F591B,,DEAFNESS,,Profound sensorineural hearing loss,Long-term condition
F591E,,DEAFNESS,,Severe sensorineural hearing loss,Long-term condition
F591y,,DEAFNESS,,,Long-term condition
F591z,,DEAFNESS,,,Long-term condition
F592.,,DEAFNESS,,,Long-term condition
F5920,,DEAFNESS,,,Long-term condition
F5921,,DEAFNESS,,,Long-term condition
F593.,,DEAFNESS,,,Long-term condition
F594.,,DEAFNESS,,,Long-term condition
F595.,,DEAFNESS,,,Long-term condition
F596.,,DEAFNESS,,,Long-term condition
F597.,,DEAFNESS,,,Long-term condition
F598.,,DEAFNESS,,,Long-term condition
F599.,,DEAFNESS,,,Long-term condition
F59A.,,DEAFNESS,,,Long-term condition
F59y.,,DEAFNESS,,,Long-term condition
F59z.,,DEAFNESS,,,Long-term condition
F5A..,,DEAFNESS,,,Long-term condition
FyuU0,,DEAFNESS,,,Long-term condition
FyuU1,,DEAFNESS,,,Long-term condition
P40..,,DEAFNESS,,,Long-term condition
P400.,,DEAFNESS,,,Long-term condition
P402.,,DEAFNESS,,,Long-term condition
P402z,,DEAFNESS,,,Long-term condition
P40z.,,DEAFNESS,,,Long-term condition
P40zz,,DEAFNESS,,,Long-term condition
ZV412,,DEAFNESS,,,Long-term condition
ZV45G,,DEAFNESS,,[V]Presence of external hearing-aid,Long-term condition
ZV45N,,DEAFNESS,,[V]Bone anchored hearing aid in situ,Long-term condition
ZV532,,DEAFNESS,,[V]Fitting or adjustment of hearing aid,Long-term condition
ZV53D,,DEAFNESS,,[V]Adjustment and management of implanted hearing device,Long-term condition
