code,DESCRIPTION_EXTERNAL ,MELDB_concept,description,DESCRIPTION,CONCEPT TYPE
G72E.,,DIALYSIS,,Aneurysm of dialysis vascular access,Long-term condition
Gy1..,,DIALYSIS,,Stenosis of dialysis vascular access,Long-term condition
Gy10.,,DIALYSIS,,Stenosis of dialysis arteriovenous graft,Long-term condition
Gy11.,,DIALYSIS,,Stenosis of dialysis arteriovenous shunt,Long-term condition
Gy110,,DIALYSIS,,Stenosis of arterial side of dialysis arteriovenous shunt,Long-term condition
Gy111,,DIALYSIS,,Stenosis of venous side of dialysis arteriovenous shunt,Long-term condition
Gy2..,,DIALYSIS,,Thrombosis of dialysis vascular access,Long-term condition
Gy20.,,DIALYSIS,,Thrombosis of dialysis arteriovenous graft,Long-term condition
Gy21.,,DIALYSIS,,Thrombosis of dialysis arteriovenous fistula,Long-term condition
Gy22.,,DIALYSIS,,Thrombosis of dialysis arteriovenous shunt,Long-term condition
Gy3..,,DIALYSIS,,Occlusion of dialysis vascular access,Long-term condition
Gy30.,,DIALYSIS,,Occlusion of dialysis arteriovenous graft,Long-term condition
Gy31.,,DIALYSIS,,Occlusion of dialysis arteriovenous fistula,Long-term condition
Gy32.,,DIALYSIS,,Occlusion of dialysis arteriovenous shunt,Long-term condition
Gy4..,,DIALYSIS,,Infection of dialysis vascular access,Long-term condition
Gy40.,,DIALYSIS,,Infection of dialysis arteriovenous graft,Long-term condition
Gy41.,,DIALYSIS,,Infection of dialysis arteriovenous fistula,Long-term condition
Gy42.,,DIALYSIS,,Infection of dialysis arteriovenous shunt,Long-term condition
Gy5..,,DIALYSIS,,Haemorrhage of dialysis vascular access,Long-term condition
Gy50.,,DIALYSIS,,Haemorrhage of dialysis arteriovenous graft,Long-term condition
Gy51.,,DIALYSIS,,Haemorrhage of dialysis arteriovenous fistula,Long-term condition
Gy52.,,DIALYSIS,,Haemorrhage of dialysis arteriovenous shunt,Long-term condition
Gy6..,,DIALYSIS,,Rupture of dialysis vascular access,Long-term condition
Gy60.,,DIALYSIS,,Rupture of dialysis arteriovenous graft,Long-term condition
Gy61.,,DIALYSIS,,Rupture of dialysis arteriovenous fistula,Long-term condition
Gy62.,,DIALYSIS,,Rupture of dialysis arteriovenous shunt,Long-term condition
SP015,,DIALYSIS,,Mechanical complication of dialysis catheter,Long-term condition
SP056,,DIALYSIS,,[X] Peritoneal dialysis associated peritonitis,Long-term condition
SP06B,,DIALYSIS,,Continuous ambulatory peritoneal dialysis associated perit,Long-term condition
SP07G,,DIALYSIS,,Stenosis of arteriovenous dialysis fistula,Long-term condition
SP0E.,,DIALYSIS,,Disorders associated with peritoneal dialysis,Long-term condition
SP0E0,,DIALYSIS,,Bloodstained peritoneal dialysis effluent,Long-term condition
SP0E1,,DIALYSIS,,Thrombus in peritoneal dialysis catheter,Long-term condition
SP0F.,,DIALYSIS,,Haemodialysis first use syndrome,Long-term condition
SP0G.,,DIALYSIS,,Anaphylactoid reaction due to haemodialysis,Long-term condition
SP0H.,,DIALYSIS,,Disorder associated with dialysis,Long-term condition
SP0H0,,DIALYSIS,,Dialysis disequilibrium,Long-term condition
SP3y9,,DIALYSIS,,Acute hypercalcaemia of dialysis,Long-term condition
TA02.,,DIALYSIS,,"Accid cut,puncture,perf,h'ge - kidney dialysis/oth perfusion",Long-term condition
TA020,,DIALYSIS,,"Accid cut,puncture,perf,h'ge - kidney dialysis",Long-term condition
TA120,,DIALYSIS,,Foreign object left in body during kidney dialysis,Long-term condition
TA220,,DIALYSIS,,Failure of sterile precautions during kidney dialysis,Long-term condition
TA420,,DIALYSIS,,Mechanical failure of apparatus during kidney dialysis,Long-term condition
TB11.,,DIALYSIS,,"Kidney dialysis with complication, without blame",Long-term condition
U641.,,DIALYSIS,,[X]Kidny dialysis caus abn reac pt/lat comp no misad at time,Long-term condition
ZV451,,DIALYSIS,,[V]Renal dialysis status,Long-term condition
ZV56.,,DIALYSIS,,[V]Aftercare involving intermittent dialysis,Long-term condition
ZV560,,DIALYSIS,,[V]Aftercare involving renal dialysis NOS,Long-term condition
ZV561,,DIALYSIS,,[V]Preparatory care for dialysis,Long-term condition
ZV56y,,DIALYSIS,,[V]Aftercare involving peritoneal dialysis,Long-term condition
ZV56z,,DIALYSIS,,[V]Unspecified aftercare involving intermittent dialysis,Long-term condition
ZVu3G,,DIALYSIS,,[X]Other dialysis,Long-term condition
