code,DESCRIPTION_EXTERNAL ,MELDB_concept,description,DESCRIPTION,CONCEPT TYPE
Eu202,,SCHIZOPHRENIA,,[X]Schizophrenic flexibilatis cerea,Long-term condition
Eu203,,SCHIZOPHRENIA,,[X]Undifferentiated schizophrenia,Long-term condition
Eu204,,SCHIZOPHRENIA,,[X]Post-schizophrenic depression,Long-term condition
Eu205,,SCHIZOPHRENIA,,[X]Chronic undifferentiated schizophrenia,Long-term condition
Eu206,,SCHIZOPHRENIA,,[X]Simple schizophrenia,Long-term condition
Eu20y,,SCHIZOPHRENIA,,[X]Other schizophrenia,Long-term condition
Eu20z,,SCHIZOPHRENIA,,"[X]Schizophrenia, unspecified",Long-term condition
Eu21.,,SCHIZOPHRENIA,,[X]Prodromal schizophrenia,Long-term condition
Eu231,,SCHIZOPHRENIA,,[X]Cycloid psychosis with symptoms of schizophrenia,Long-term condition
Eu232,,SCHIZOPHRENIA,,[X]Acute schizophrenia-like psychotic disorder,Long-term condition
Eu252,,SCHIZOPHRENIA,,[X]Mixed schizophrenic and affective psychosis,Long-term condition
ZV110,,SCHIZOPHRENIA,,[V]Personal history of schizophrenia,Long-term condition
