code,DESCRIPTION_EXTERNAL ,MELDB_concept,description,DESCRIPTION,CONCEPT TYPE
G232.,,HF,,Hypertensive heart&renal dis wth (congestive) heart failure,Long-term condition
G233.,,HF,,Hypertensive heart and renal disease with renal failure,Long-term condition
G234.,,HF,,Hyperten heart&renal dis+both(congestv)heart and renal fail,Long-term condition
G23z.,,HF,,Hypertensive heart and renal disease NOS,Long-term condition
G400.,,HF,,Acute cor pulmonale,Long-term condition
G41z.,,HF,,Chronic cor pulmonale,Long-term condition
G5540,,HF,,Congestive cardiomyopathy,Long-term condition
G5571,,HF,,Beriberi heart disease,Long-term condition
G58..,,HF,,,Long-term condition
G580.,,HF,,,Long-term condition
G5800,,HF,,,Long-term condition
G5801,,HF,,,Long-term condition
G5802,,HF,,,Long-term condition
G5803,,HF,,,Long-term condition
G5804,,HF,,,Long-term condition
G581.,,HF,,,Long-term condition
G5810,,HF,,,Long-term condition
G582.,,HF,,,Long-term condition
G583.,,HF,,,Long-term condition
G584.,,HF,,Right ventricular failure,Long-term condition
G58z.,,HF,,,Long-term condition
G5y34,,HF,,Left ventricular hypertrophy,Long-term condition
G5y4z,,HF,,,Long-term condition
G5yy9,,HF,,Left ventricular systolic dysfunction,Long-term condition
G5yyA,,HF,,Left ventricular diastolic dysfunction,Long-term condition
G5yyD,,HF,,Left ventricular cardiac dysfunction,Long-term condition
Gyu5M,,HF,,[X]Other hypertrophic cardiomyopathy,Long-term condition
H54..,,HF,,Pulmonary congestion and hypostasis,Long-term condition
H541.,,HF,,Pulmonary congestion,Long-term condition
H5410,,HF,,Chronic pulmonary oedema,Long-term condition
H541z,,HF,,Pulmonary oedema NOS,Long-term condition
H54z.,,HF,,Pulmonary congestion and hypostasis NOS,Long-term condition
H584.,,HF,,Acute pulmonary oedema unspecified,Long-term condition
H584z,,HF,,Acute pulmonary oedema NOS,Long-term condition
L09y2,,HF,,,Long-term condition
L1280,,HF,,Pre-exist hyperten heart dis compl preg childbth+puerperium,Long-term condition
L1281,,HF,,Pre-exist hyperten heart renal dis comp preg chldbirth/puerp,Long-term condition
P69..,,HF,,Left ventricular outflow tract obstruction,Long-term condition
Q48y1,,HF,,,Long-term condition
Q490.,,HF,,Neonatal cardiac failure,Long-term condition
R2y10,,HF,,[D]Cardiorespiratory failure,Long-term condition
SP111,,HF,,Heart failure as a complication of care,Long-term condition
TB000,,HF,,"Heart transplant with complication, without blame",Long-term condition
ZV421,,HF,,[V]Heart transplanted,Long-term condition
ZV432,,HF,,[V]Has artificial heart,Long-term condition
