code,DESCRIPTION_EXTERNAL ,MELDB_concept,description,DESCRIPTION,CONCEPT TYPE
N0407,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of wrist,Long-term condition
N0408,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of MCP joint,Long-term condition
N0409,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of PIP joint of finger,Long-term condition
N040A,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of DIP joint of finger,Long-term condition
N040B,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of hip,Long-term condition
N040C,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of sacro-iliac joint,Long-term condition
N040D,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of knee,Long-term condition
N040E,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of tibio-fibular joint,Long-term condition
N040F,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of ankle,Long-term condition
N040G,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of subtalar joint,Long-term condition
N040H,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of talonavicular joint,Long-term condition
N040J,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of other tarsal joint,Long-term condition
N040K,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of 1st MTP joint,Long-term condition
N040L,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of lesser MTP joint,Long-term condition
N040M,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis of IP joint of toe,Long-term condition
N040N,,RHEUMATOID_ARTHRITIS,,Rheumatoid vasculitis,Long-term condition
N040P,,RHEUMATOID_ARTHRITIS,,Seronegative rheumatoid arthritis,Long-term condition
N040Q,,RHEUMATOID_ARTHRITIS,,Rheumatoid bursitis,Long-term condition
N040R,,RHEUMATOID_ARTHRITIS,,Rheumatoid nodule,Long-term condition
N040S,,RHEUMATOID_ARTHRITIS,,Rheumatoid arthritis - multiple joint,Long-term condition
N040T,,RHEUMATOID_ARTHRITIS,,Flare of rheumatoid arthritis,Long-term condition
N041.,,RHEUMATOID_ARTHRITIS,,Felty's syndrome,Long-term condition
N0421,,RHEUMATOID_ARTHRITIS,,Rheumatoid lung disease,Long-term condition
N0422,,RHEUMATOID_ARTHRITIS,,Rheumatoid nodule,Long-term condition
N047.,,RHEUMATOID_ARTHRITIS,,Seropositive errosive rheumatoid arthritis,Long-term condition
N04X.,,RHEUMATOID_ARTHRITIS,,"Seropositive rheumatoid arthritis, unspecified",Long-term condition
N04y0,,RHEUMATOID_ARTHRITIS,,Fibrosing alveolitis associated with rheumatoid arthritis,Long-term condition
Nyu10,,RHEUMATOID_ARTHRITIS,,[X]Rheumatoid arthritis+involvement/other organs or systems,Long-term condition
Nyu11,,RHEUMATOID_ARTHRITIS,,[X]Other seropositive rheumatoid arthritis,Long-term condition
Nyu12,,RHEUMATOID_ARTHRITIS,,[X]Other specified rheumatoid arthritis,Long-term condition
Nyu1G,,RHEUMATOID_ARTHRITIS,,"[X]Seropositive rheumatoid arthritis, unspecified",Long-term condition
