code,description,MELDB_concept,DESCRIPTION,CONCEPT TYPE
Q239,,HEART_VALVE_DISORDERS,"Congenital malformation of aortic and mitral valves, unspecified",Long-term condition
Q243,,HEART_VALVE_DISORDERS,Pulmonary infundibular stenosis,Long-term condition
Q244,,HEART_VALVE_DISORDERS,Congenital subaortic stenosis,Long-term condition
Q642,,HEART_VALVE_DISORDERS,Congenital posterior urethral valves,Long-term condition
T820,,HEART_VALVE_DISORDERS,Mechanical complication of heart valve prosthesis,Long-term condition
T822,,HEART_VALVE_DISORDERS,Mechanical complication of coronary artery bypass and valve grafts,Long-term condition
T826,,HEART_VALVE_DISORDERS,Infection and inflammatory reaction due to cardiac valve prosthesis,Long-term condition
Z952,,HEART_VALVE_DISORDERS,Presence of prosthetic heart valve,Long-term condition
Z953,,HEART_VALVE_DISORDERS,Presence of xenogenic heart valve,Long-term condition
Z954,,HEART_VALVE_DISORDERS,Presence of other heart-valve replacement,Long-term condition
